Date,Type,NHS Area Code,ONS Code,Name,Total
12-2021,SUB ICB,14L,E38000217,NHS Greater Manchester ICB - 14L,55930
12-2021,SUB ICB,14Y,E38000223,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y",49386
12-2021,SUB ICB,15A,E38000221,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A",44827
12-2021,SUB ICB,15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire ICB - 15C",145750
12-2021,SUB ICB,15E,E38000258,NHS Birmingham and Solihull ICB - 15E,140982
12-2021,SUB ICB,15F,E38000225,NHS West Yorkshire ICB - 15F,92490
12-2021,SUB ICB,15M,E38000261,NHS Derby and Derbyshire ICB - 15M,118475
12-2021,SUB ICB,15N,E38000230,NHS Devon ICB - 15N,137333
12-2021,SUB ICB,16C,E38000247,NHS North East and North Cumbria ICB - 16C,58051
12-2021,SUB ICB,18C,E38000236,NHS Herefordshire and Worcestershire ICB - 18C,103781
12-2021,SUB ICB,26A,E38000239,NHS Norfolk and Waveney ICB - 26A,110536
12-2021,SUB ICB,27D,E38000233,NHS Cheshire and Merseyside ICB - 27D,56265
12-2021,SUB ICB,36J,E38000232,NHS West Yorkshire ICB - 36J,51890
12-2021,SUB ICB,36L,E38000245,NHS South West London ICB - 36L,115480
12-2021,SUB ICB,42D,E38000241,NHS Humber and North Yorkshire ICB - 42D,77443
12-2021,SUB ICB,52R,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,70775
12-2021,SUB ICB,70F,E38000248,NHS Sussex ICB - 70F,195098
12-2021,SUB ICB,71E,E38000238,NHS Lincolnshire ICB - 71E,106594
12-2021,SUB ICB,72Q,E38000244,NHS South East London ICB - 72Q,180385
12-2021,SUB ICB,78H,E38000262,NHS Northamptonshire ICB - 78H,90131
12-2021,SUB ICB,84H,E38000234,NHS North East and North Cumbria ICB - 84H,69550
12-2021,SUB ICB,91Q,E38000237,NHS Kent and Medway ICB - 91Q,337461
12-2021,SUB ICB,92A,E38000246,NHS Surrey Heartlands ICB - 92A,145417
12-2021,SUB ICB,92G,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire ICB - 92G",163692
12-2021,SUB ICB,93C,E38000240,NHS North Central London ICB - 93C,144444
12-2021,SUB ICB,97R,E38000235,NHS Sussex ICB - 97R,79747
12-2021,SUB ICB,99A,E38000101,NHS Cheshire and Merseyside ICB - 99A,63902
12-2021,SUB ICB,99C,E38000127,NHS North East and North Cumbria ICB - 99C,16018
12-2021,SUB ICB,99E,E38000007,NHS Mid and South Essex ICB - 99E,26209
12-2021,SUB ICB,99F,E38000030,NHS Mid and South Essex ICB - 99F,24223
12-2021,SUB ICB,99G,E38000168,NHS Mid and South Essex ICB - 99G,6805
12-2021,SUB ICB,A3A8R,E38000255,NHS North East London ICB - A3A8R,171345
12-2021,SUB ICB,B2M3M,E38000251,NHS Coventry and Warwickshire ICB - B2M3M,141273
12-2021,SUB ICB,D2P2L,E38000259,NHS Black Country ICB - D2P2L,83747
12-2021,SUB ICB,D4U1Y,E38000252,NHS Frimley ICB - D4U1Y,155655
12-2021,SUB ICB,D9Y0V,E38000253,NHS Hampshire and Isle Of Wight ICB - D9Y0V,270702
12-2021,SUB ICB,M1J4Y,E38000249,"NHS Bedfordshire, Luton and Milton Keynes ICB - M1J4Y",32298
12-2021,SUB ICB,M2L0M,E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",46956
12-2021,ICB,QE1,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,172871
12-2021,ICB,QF7,E54000061,NHS South Yorkshire Integrated Care Board,209204
12-2021,ICB,QGH,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,103781
12-2021,ICB,QH8,E54000026,NHS Mid and South Essex Integrated Care Board,104241
12-2021,ICB,QHG,E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",32298
12-2021,ICB,QHL,E54000055,NHS Birmingham and Solihull Integrated Care Board,140982
12-2021,ICB,QHM,E54000050,NHS North East and North Cumbria Integrated Care Board,325040
12-2021,ICB,QJ2,E54000058,NHS Derby and Derbyshire Integrated Care Board,118475
12-2021,ICB,QJG,E54000023,NHS Suffolk and North East Essex Integrated Care Board,95832
12-2021,ICB,QJK,E54000037,NHS Devon Integrated Care Board,137333
12-2021,ICB,QJM,E54000013,NHS Lincolnshire Integrated Care Board,106594
12-2021,ICB,QK1,E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",112518
12-2021,ICB,QKK,E54000030,NHS South East London Integrated Care Board,180385
12-2021,ICB,QKS,E54000032,NHS Kent and Medway Integrated Care Board,337461
12-2021,ICB,QM7,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,165897
12-2021,ICB,QMF,E54000029,NHS North East London Integrated Care Board,171345
12-2021,ICB,QMJ,E54000028,NHS North Central London Integrated Care Board,144444
12-2021,ICB,QMM,E54000022,NHS Norfolk and Waveney Integrated Care Board,110536
12-2021,ICB,QNC,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,155279
12-2021,ICB,QNQ,E54000034,NHS Frimley Integrated Care Board,155655
12-2021,ICB,QNX,E54000053,NHS Sussex Integrated Care Board,304813
12-2021,ICB,QOC,E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",46956
12-2021,ICB,QOP,E54000057,NHS Greater Manchester Integrated Care Board,286818
12-2021,ICB,QOQ,E54000051,NHS Humber and North Yorkshire Integrated Care Board,231364
12-2021,ICB,QOX,E54000040,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",163692
12-2021,ICB,QPM,E54000059,NHS Northamptonshire Integrated Care Board,90131
12-2021,ICB,QR1,E54000043,NHS Gloucestershire Integrated Care Board,162416
12-2021,ICB,QRL,E54000042,NHS Hampshire and the Isle of Wight Integrated Care Board,302135
12-2021,ICB,QRV,E54000027,NHS North West London Integrated Care Board,182552
12-2021,ICB,QSL,E54000038,NHS Somerset Integrated Care Board,67463
12-2021,ICB,QT1,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,92024
12-2021,ICB,QT6,E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,63741
12-2021,ICB,QU9,E54000044,"NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board",201684
12-2021,ICB,QUA,E54000062,NHS Black Country Integrated Care Board,83747
12-2021,ICB,QUE,E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,60727
12-2021,ICB,QUY,E54000039,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",145750
12-2021,ICB,QVV,E54000041,NHS Dorset Integrated Care Board,121558
12-2021,ICB,QWE,E54000031,NHS South West London Integrated Care Board,115480
12-2021,ICB,QWO,E54000054,NHS West Yorkshire Integrated Care Board,238671
12-2021,ICB,QWU,E54000018,NHS Coventry and Warwickshire Integrated Care Board,141273
12-2021,ICB,QXU,E54000052,NHS Surrey Heartlands Integrated Care Board,145417
12-2021,ICB,QYG,E54000008,NHS Cheshire and Merseyside Integrated Care Board,228241
12-2021,SUB ICB,W2U3Z,E38000256,NHS North West London ICB - W2U3Z,182552
12-2021,SUB ICB,X2C4Y,E38000254,NHS West Yorkshire ICB - X2C4Y,38105
01-2022,National,ENG,ENG,England,1276945
01-2022,Region,Y56,E40000003,London,200023
01-2022,Region,Y58,E40000006,South West,132240
01-2022,Region,Y59,E40000005,South East,308776
01-2022,Region,Y60,E40000011,Midlands,207077
01-2022,Region,Y61,E40000007,East of England,93488
01-2022,Region,Y62,E40000010,North West,142882
01-2022,Region,Y63,E40000012,North East and Yorkshire,192459
01-2022,SUB ICB,00L,E38000130,NHS North East and North Cumbria ICB - 00L,7989
01-2022,SUB ICB,00N,E38000163,NHS North East and North Cumbria ICB - 00N,3293
01-2022,SUB ICB,00P,E38000176,NHS North East and North Cumbria ICB - 00P,9233
01-2022,SUB ICB,00Q,E38000014,NHS Lancashire and South Cumbria ICB - 00Q,1609
01-2022,SUB ICB,00R,E38000015,NHS Lancashire and South Cumbria ICB - 00R,2888
01-2022,SUB ICB,00T,E38000016,NHS Greater Manchester ICB - 00T,11320
01-2022,SUB ICB,00V,E38000024,NHS Greater Manchester ICB - 00V,4922
01-2022,SUB ICB,00X,E38000034,NHS Lancashire and South Cumbria ICB - 00X,6313
01-2022,SUB ICB,00Y,E38000135,NHS Greater Manchester ICB - 00Y,3840
01-2022,SUB ICB,01A,E38000050,NHS Lancashire and South Cumbria ICB - 01A,4485
01-2022,SUB ICB,01D,E38000080,NHS Greater Manchester ICB - 01D,7619
01-2022,SUB ICB,01E,E38000227,NHS Lancashire and South Cumbria ICB - 01E,4510
01-2022,SUB ICB,01F,E38000068,NHS Cheshire and Merseyside ICB - 01F,2331
01-2022,SUB ICB,01G,E38000143,NHS Greater Manchester ICB - 01G,8765
01-2022,SUB ICB,01H,E38000215,NHS North East and North Cumbria ICB - 01H,4700
01-2022,SUB ICB,01J,E38000091,NHS Cheshire and Merseyside ICB - 01J,2702
01-2022,SUB ICB,01K,E38000228,NHS Lancashire and South Cumbria ICB - 01K,4867
01-2022,SUB ICB,01T,E38000161,NHS Cheshire and Merseyside ICB - 01T,1709
01-2022,SUB ICB,01V,E38000170,NHS Cheshire and Merseyside ICB - 01V,549
01-2022,SUB ICB,01W,E38000174,NHS Greater Manchester ICB - 01W,3949
01-2022,SUB ICB,01X,E38000172,NHS Cheshire and Merseyside ICB - 01X,2675
01-2022,SUB ICB,01Y,E38000263,NHS Greater Manchester ICB - 01Y,4545
01-2022,SUB ICB,02A,E38000187,NHS Greater Manchester ICB - 02A,2522
01-2022,SUB ICB,02E,E38000194,NHS Cheshire and Merseyside ICB - 02E,3688
01-2022,SUB ICB,02G,E38000200,NHS Lancashire and South Cumbria ICB - 02G,2713
01-2022,SUB ICB,02H,E38000205,NHS Greater Manchester ICB - 02H,1
01-2022,SUB ICB,02M,E38000226,NHS Lancashire and South Cumbria ICB - 02M,1863
01-2022,SUB ICB,02P,E38000006,NHS South Yorkshire ICB - 02P,12875
01-2022,SUB ICB,02Q,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,3022
01-2022,SUB ICB,02T,E38000025,NHS West Yorkshire ICB - 02T,4225
01-2022,SUB ICB,02X,E38000044,NHS South Yorkshire ICB - 02X,11670
01-2022,SUB ICB,02Y,E38000052,NHS Humber and North Yorkshire ICB - 02Y,5856
01-2022,SUB ICB,03F,E38000085,NHS Humber and North Yorkshire ICB - 03F,7683
01-2022,SUB ICB,03H,E38000119,NHS Humber and North Yorkshire ICB - 03H,3345
01-2022,SUB ICB,03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,3632
01-2022,SUB ICB,03L,E38000141,NHS South Yorkshire ICB - 03L,5854
01-2022,SUB ICB,03N,E38000146,NHS South Yorkshire ICB - 03N,10043
01-2022,SUB ICB,03Q,E38000188,NHS Humber and North Yorkshire ICB - 03Q,3775
01-2022,SUB ICB,03R,E38000190,NHS West Yorkshire ICB - 03R,6813
01-2022,SUB ICB,03W,E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",5976
01-2022,SUB ICB,04C,E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",6711
01-2022,SUB ICB,04V,E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",6593
01-2022,SUB ICB,04Y,E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,5983
01-2022,SUB ICB,05D,E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,2941
01-2022,SUB ICB,05G,E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,4792
01-2022,SUB ICB,05Q,E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,2649
01-2022,SUB ICB,05V,E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,791
01-2022,SUB ICB,05W,E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,6362
01-2022,SUB ICB,06H,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,15053
01-2022,SUB ICB,06K,E38000049,NHS Hertfordshire and West Essex ICB - 06K,8889
01-2022,SUB ICB,06L,E38000086,NHS Suffolk and North East Essex ICB - 06L,4431
01-2022,SUB ICB,06N,E38000079,NHS Hertfordshire and West Essex ICB - 06N,14071
01-2022,SUB ICB,06Q,E38000106,NHS Mid and South Essex ICB - 06Q,5179
01-2022,SUB ICB,06T,E38000117,NHS Suffolk and North East Essex ICB - 06T,5061
01-2022,SUB ICB,07G,E38000185,NHS Mid and South Essex ICB - 07G,2174
01-2022,SUB ICB,07H,E38000197,NHS Hertfordshire and West Essex ICB - 07H,7782
01-2022,SUB ICB,07K,E38000204,NHS Suffolk and North East Essex ICB - 07K,2583
01-2022,SUB ICB,09D,E38000021,NHS Sussex ICB - 09D,7005
01-2022,SUB ICB,10Q,E38000136,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q",18620
01-2022,SUB ICB,10R,E38000137,NHS Hampshire and Isle Of Wight ICB - 10R,6498
01-2022,SUB ICB,11J,E38000045,NHS Dorset ICB - 11J,17784
01-2022,SUB ICB,11M,E38000062,NHS Gloucestershire ICB - 11M,14476
01-2022,SUB ICB,11N,E38000089,NHS Cornwall and The Isles Of Scilly ICB - 11N,8586
01-2022,SUB ICB,11X,E38000150,NHS Somerset ICB - 11X,8068
01-2022,SUB ICB,12F,E38000208,NHS Cheshire and Merseyside ICB - 12F,9630
01-2022,SUB ICB,13T,E38000212,NHS North East and North Cumbria ICB - 13T,12653
01-2022,SUB ICB,14L,E38000217,NHS Greater Manchester ICB - 14L,16392
01-2022,SUB ICB,14Y,E38000223,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y",7474
01-2022,SUB ICB,15A,E38000221,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A",10800
01-2022,SUB ICB,15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire ICB - 15C",24711
01-2022,SUB ICB,15E,E38000258,NHS Birmingham and Solihull ICB - 15E,34709
01-2022,SUB ICB,15F,E38000225,NHS West Yorkshire ICB - 15F,19090
01-2022,SUB ICB,15M,E38000261,NHS Derby and Derbyshire ICB - 15M,21510
01-2022,SUB ICB,15N,E38000230,NHS Devon ICB - 15N,23465
01-2022,SUB ICB,16C,E38000247,NHS North East and North Cumbria ICB - 16C,13065
01-2022,SUB ICB,18C,E38000236,NHS Herefordshire and Worcestershire ICB - 18C,14818
01-2022,SUB ICB,26A,E38000239,NHS Norfolk and Waveney ICB - 26A,13975
01-2022,SUB ICB,27D,E38000233,NHS Cheshire and Merseyside ICB - 27D,12591
01-2022,SUB ICB,36J,E38000232,NHS West Yorkshire ICB - 36J,12536
01-2022,SUB ICB,36L,E38000245,NHS South West London ICB - 36L,24200
01-2022,SUB ICB,42D,E38000241,NHS Humber and North Yorkshire ICB - 42D,11835
01-2022,SUB ICB,52R,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,13826
01-2022,SUB ICB,70F,E38000248,NHS Sussex ICB - 70F,43400
01-2022,SUB ICB,71E,E38000238,NHS Lincolnshire ICB - 71E,17021
01-2022,SUB ICB,72Q,E38000244,NHS South East London ICB - 72Q,37551
01-2022,SUB ICB,78H,E38000262,NHS Northamptonshire ICB - 78H,15718
01-2022,SUB ICB,84H,E38000234,NHS North East and North Cumbria ICB - 84H,10964
01-2022,SUB ICB,91Q,E38000237,NHS Kent and Medway ICB - 91Q,72732
01-2022,SUB ICB,92A,E38000246,NHS Surrey Heartlands ICB - 92A,34309
01-2022,SUB ICB,92G,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire ICB - 92G",35150
01-2022,SUB ICB,93C,E38000240,NHS North Central London ICB - 93C,39362
01-2022,SUB ICB,97R,E38000235,NHS Sussex ICB - 97R,19477
01-2022,SUB ICB,99A,E38000101,NHS Cheshire and Merseyside ICB - 99A,13884
01-2022,SUB ICB,99C,E38000127,NHS North East and North Cumbria ICB - 99C,3123
01-2022,SUB ICB,99E,E38000007,NHS Mid and South Essex ICB - 99E,3791
01-2022,SUB ICB,99F,E38000030,NHS Mid and South Essex ICB - 99F,3659
01-2022,SUB ICB,99G,E38000168,NHS Mid and South Essex ICB - 99G,2226
01-2022,SUB ICB,A3A8R,E38000255,NHS North East London ICB - A3A8R,58852
01-2022,SUB ICB,B2M3M,E38000251,NHS Coventry and Warwickshire ICB - B2M3M,24210
01-2022,SUB ICB,D2P2L,E38000259,NHS Black Country ICB - D2P2L,15327
01-2022,SUB ICB,D4U1Y,E38000252,NHS Frimley ICB - D4U1Y,33042
01-2022,SUB ICB,D9Y0V,E38000253,NHS Hampshire and Isle Of Wight ICB - D9Y0V,55419
01-2022,SUB ICB,M1J4Y,E38000249,"NHS Bedfordshire, Luton and Milton Keynes ICB - M1J4Y",4614
01-2022,SUB ICB,M2L0M,E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",4118
01-2022,ICB,QE1,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,29248
01-2022,ICB,QF7,E54000061,NHS South Yorkshire Integrated Care Board,40442
01-2022,ICB,QGH,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,14818
01-2022,ICB,QH8,E54000026,NHS Mid and South Essex Integrated Care Board,17029
01-2022,ICB,QHG,E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",4614
01-2022,ICB,QHL,E54000055,NHS Birmingham and Solihull Integrated Care Board,34709
01-2022,ICB,QHM,E54000050,NHS North East and North Cumbria Integrated Care Board,65020
01-2022,ICB,QJ2,E54000058,NHS Derby and Derbyshire Integrated Care Board,21510
01-2022,ICB,QJG,E54000023,NHS Suffolk and North East Essex Integrated Care Board,12075
01-2022,ICB,QJK,E54000037,NHS Devon Integrated Care Board,23465
01-2022,ICB,QJM,E54000013,NHS Lincolnshire Integrated Care Board,17021
01-2022,ICB,QK1,E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",19280
01-2022,ICB,QKK,E54000030,NHS South East London Integrated Care Board,37551
01-2022,ICB,QKS,E54000032,NHS Kent and Medway Integrated Care Board,72732
01-2022,ICB,QM7,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,30742
01-2022,ICB,QMF,E54000029,NHS North East London Integrated Care Board,58852
01-2022,ICB,QMJ,E54000028,NHS North Central London Integrated Care Board,39362
01-2022,ICB,QMM,E54000022,NHS Norfolk and Waveney Integrated Care Board,13975
01-2022,ICB,QNC,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,23518
01-2022,ICB,QNQ,E54000034,NHS Frimley Integrated Care Board,33042
01-2022,ICB,QNX,E54000053,NHS Sussex Integrated Care Board,69882
01-2022,ICB,QOC,E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",4118
01-2022,ICB,QOP,E54000057,NHS Greater Manchester Integrated Care Board,63875
01-2022,ICB,QOQ,E54000051,NHS Humber and North Yorkshire Integrated Care Board,36126
01-2022,ICB,QOX,E54000040,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",35150
01-2022,ICB,QPM,E54000059,NHS Northamptonshire Integrated Care Board,15718
01-2022,ICB,QR1,E54000043,NHS Gloucestershire Integrated Care Board,14476
01-2022,ICB,QRL,E54000042,NHS Hampshire and the Isle of Wight Integrated Care Board,61917
01-2022,ICB,QRV,E54000027,NHS North West London Integrated Care Board,40058
01-2022,ICB,QSL,E54000038,NHS Somerset Integrated Care Board,8068
01-2022,ICB,QT1,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,16848
01-2022,ICB,QT6,E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,8586
01-2022,ICB,QU9,E54000044,"NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board",36894
01-2022,ICB,QUA,E54000062,NHS Black Country Integrated Care Board,15327
01-2022,ICB,QUE,E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,15053
01-2022,ICB,QUY,E54000039,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",24711
01-2022,ICB,QVV,E54000041,NHS Dorset Integrated Care Board,17784
01-2022,ICB,QWE,E54000031,NHS South West London Integrated Care Board,24200
01-2022,ICB,QWO,E54000054,NHS West Yorkshire Integrated Care Board,50871
01-2022,ICB,QWU,E54000018,NHS Coventry and Warwickshire Integrated Care Board,24210
01-2022,ICB,QXU,E54000052,NHS Surrey Heartlands Integrated Care Board,34309
01-2022,ICB,QYG,E54000008,NHS Cheshire and Merseyside Integrated Care Board,49759
01-2022,SUB ICB,W2U3Z,E38000256,NHS North West London ICB - W2U3Z,40058
01-2022,SUB ICB,X2C4Y,E38000254,NHS West Yorkshire ICB - X2C4Y,8207
02-2022,National,ENG,ENG,England,311512
02-2022,Region,Y56,E40000003,London,55285
02-2022,Region,Y58,E40000006,South West,30051
02-2022,Region,Y59,E40000005,South East,74584
02-2022,Region,Y60,E40000011,Midlands,51276
02-2022,Region,Y61,E40000007,East of England,14787
02-2022,Region,Y62,E40000010,North West,42708
02-2022,Region,Y63,E40000012,North East and Yorkshire,42821
02-2022,SUB ICB,00L,E38000130,NHS North East and North Cumbria ICB - 00L,2356
02-2022,SUB ICB,00N,E38000163,NHS North East and North Cumbria ICB - 00N,849
02-2022,SUB ICB,00P,E38000176,NHS North East and North Cumbria ICB - 00P,1801
02-2022,SUB ICB,00Q,E38000014,NHS Lancashire and South Cumbria ICB - 00Q,75
02-2022,SUB ICB,00R,E38000015,NHS Lancashire and South Cumbria ICB - 00R,610
02-2022,SUB ICB,00T,E38000016,NHS Greater Manchester ICB - 00T,3619
02-2022,SUB ICB,00V,E38000024,NHS Greater Manchester ICB - 00V,1624
02-2022,SUB ICB,00X,E38000034,NHS Lancashire and South Cumbria ICB - 00X,2508
02-2022,SUB ICB,00Y,E38000135,NHS Greater Manchester ICB - 00Y,397
02-2022,SUB ICB,01A,E38000050,NHS Lancashire and South Cumbria ICB - 01A,932
02-2022,SUB ICB,01D,E38000080,NHS Greater Manchester ICB - 01D,2628
02-2022,SUB ICB,01E,E38000227,NHS Lancashire and South Cumbria ICB - 01E,1507
02-2022,SUB ICB,01F,E38000068,NHS Cheshire and Merseyside ICB - 01F,296
02-2022,SUB ICB,01G,E38000143,NHS Greater Manchester ICB - 01G,2679
02-2022,SUB ICB,01H,E38000215,NHS North East and North Cumbria ICB - 01H,1115
02-2022,SUB ICB,01J,E38000091,NHS Cheshire and Merseyside ICB - 01J,231
02-2022,SUB ICB,01K,E38000228,NHS Lancashire and South Cumbria ICB - 01K,2031
02-2022,SUB ICB,01T,E38000161,NHS Cheshire and Merseyside ICB - 01T,889
02-2022,SUB ICB,01V,E38000170,NHS Cheshire and Merseyside ICB - 01V,276
02-2022,SUB ICB,01W,E38000174,NHS Greater Manchester ICB - 01W,264
02-2022,SUB ICB,01X,E38000172,NHS Cheshire and Merseyside ICB - 01X,316
02-2022,SUB ICB,01Y,E38000263,NHS Greater Manchester ICB - 01Y,1390
02-2022,SUB ICB,02A,E38000187,NHS Greater Manchester ICB - 02A,502
02-2022,SUB ICB,02E,E38000194,NHS Cheshire and Merseyside ICB - 02E,1508
02-2022,SUB ICB,02G,E38000200,NHS Lancashire and South Cumbria ICB - 02G,684
02-2022,SUB ICB,02M,E38000226,NHS Lancashire and South Cumbria ICB - 02M,316
02-2022,SUB ICB,02P,E38000006,NHS South Yorkshire ICB - 02P,2696
02-2022,SUB ICB,02Q,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,930
02-2022,SUB ICB,02T,E38000025,NHS West Yorkshire ICB - 02T,1041
02-2022,SUB ICB,02X,E38000044,NHS South Yorkshire ICB - 02X,3755
02-2022,SUB ICB,02Y,E38000052,NHS Humber and North Yorkshire ICB - 02Y,850
02-2022,SUB ICB,03F,E38000085,NHS Humber and North Yorkshire ICB - 03F,1484
02-2022,SUB ICB,03H,E38000119,NHS Humber and North Yorkshire ICB - 03H,991
02-2022,SUB ICB,03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,484
02-2022,SUB ICB,03L,E38000141,NHS South Yorkshire ICB - 03L,960
02-2022,SUB ICB,03N,E38000146,NHS South Yorkshire ICB - 03N,1246
02-2022,SUB ICB,03Q,E38000188,NHS Humber and North Yorkshire ICB - 03Q,826
02-2022,SUB ICB,03R,E38000190,NHS West Yorkshire ICB - 03R,1123
02-2022,SUB ICB,03W,E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",1037
02-2022,SUB ICB,04C,E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",2343
02-2022,SUB ICB,04V,E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",484
02-2022,SUB ICB,04Y,E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,1240
02-2022,SUB ICB,05D,E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,666
02-2022,SUB ICB,05G,E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,1647
02-2022,SUB ICB,05Q,E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,639
02-2022,SUB ICB,05V,E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,166
02-2022,SUB ICB,05W,E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,1630
02-2022,SUB ICB,06H,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,1501
02-2022,SUB ICB,06K,E38000049,NHS Hertfordshire and West Essex ICB - 06K,1056
02-2022,SUB ICB,06L,E38000086,NHS Suffolk and North East Essex ICB - 06L,580
02-2022,SUB ICB,06N,E38000079,NHS Hertfordshire and West Essex ICB - 06N,2847
02-2022,SUB ICB,06Q,E38000106,NHS Mid and South Essex ICB - 06Q,800
02-2022,SUB ICB,06T,E38000117,NHS Suffolk and North East Essex ICB - 06T,585
02-2022,SUB ICB,07G,E38000185,NHS Mid and South Essex ICB - 07G,590
02-2022,SUB ICB,07H,E38000197,NHS Hertfordshire and West Essex ICB - 07H,1659
02-2022,SUB ICB,07K,E38000204,NHS Suffolk and North East Essex ICB - 07K,332
02-2022,SUB ICB,09D,E38000021,NHS Sussex ICB - 09D,1603
02-2022,SUB ICB,10Q,E38000136,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q",3413
02-2022,SUB ICB,10R,E38000137,NHS Hampshire and Isle Of Wight ICB - 10R,1016
02-2022,SUB ICB,11J,E38000045,NHS Dorset ICB - 11J,2174
02-2022,SUB ICB,11M,E38000062,NHS Gloucestershire ICB - 11M,4562
02-2022,SUB ICB,11N,E38000089,NHS Cornwall and The Isles Of Scilly ICB - 11N,1696
02-2022,SUB ICB,11X,E38000150,NHS Somerset ICB - 11X,1973
02-2022,SUB ICB,12F,E38000208,NHS Cheshire and Merseyside ICB - 12F,3706
02-2022,SUB ICB,13T,E38000212,NHS North East and North Cumbria ICB - 13T,3783
02-2022,SUB ICB,14L,E38000217,NHS Greater Manchester ICB - 14L,7986
02-2022,SUB ICB,14Y,E38000223,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y",1344
02-2022,SUB ICB,15A,E38000221,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A",1027
02-2022,SUB ICB,15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire ICB - 15C",4897
02-2022,SUB ICB,15E,E38000258,NHS Birmingham and Solihull ICB - 15E,10612
02-2022,SUB ICB,15F,E38000225,NHS West Yorkshire ICB - 15F,4384
02-2022,SUB ICB,15M,E38000261,NHS Derby and Derbyshire ICB - 15M,5190
02-2022,SUB ICB,15N,E38000230,NHS Devon ICB - 15N,6092
02-2022,SUB ICB,16C,E38000247,NHS North East and North Cumbria ICB - 16C,2464
02-2022,SUB ICB,18C,E38000236,NHS Herefordshire and Worcestershire ICB - 18C,3357
